,month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep,act_dep,sch_arr,temp,dew,hum,wind,w_spd,gust,pres,cond,bef_dep1,aft_dep1,bef_arr1,aft_arr1
22718,1,12,7,1,28,39,389,2475,1230,1269,1439,52,34,50,7,9,0,30.35,3,9,7,10,11
10958,12,5,4,3,56,10,390,2586,1309,1319,79,39,23,53,16,16,0,30.06,16,3,9,7,11
20118,1,4,6,3,47,113,112,427,1027,1140,1139,50,50,10,14,3,0,29.53,12,8,12,4,11
3869,11,12,2,3,30,1,168,944,1323,1324,51,27,6,41,8,17,25,30.15,3,8,2,5,7
7619,11,24,7,3,56,-7,388,2586,410,403,618,48,48,10,5,14,0,29.3,0,4,17,6,8
24400,1,18,6,1,12,-2,130,541,390,388,520,21,5,50,6,8,0,30.63,0,5,5,4,5
22902,1,13,1,2,28,2,401,2475,785,787,1006,46,46,10,5,6,0,30.33,9,8,8,6,4
12666,12,11,3,1,12,128,138,541,960,1088,1098,36,23,59,15,22,29,30.36,4,7,12,6,8
26675,1,25,6,4,55,24,384,2422,955,979,1159,50,50,10,3,8,0,29.73,0,3,5,6,7
25626,1,22,3,3,30,-7,180,944,720,713,900,35,19,52,9,8,0,30.44,3,12,5,2,6
25920,1,23,4,3,59,-4,330,1990,560,556,770,38,28,68,13,9,0,30.43,16,13,9,1,2
5759,11,18,1,4,1,2,159,760,899,901,1058,41,41,10,7,14,0,29.71,12,18,12,6,15
15542,12,21,6,3,51,-7,200,1074,408,401,608,23,15,72,6,6,0,30.63,16,3,10,5,11
25415,1,21,2,3,63,-8,80,209,1110,1102,1190,31,8,38,8,12,0,30.45,16,7,11,9,12
20343,1,5,7,0,48,-5,105,288,880,875,985,43,23,45,8,25,36,29.88,17,4,19,7,11
17546,12,27,5,4,32,32,200,1029,675,707,815,50,45,83,12,7,0,30.2,0,14,4,3,6
25839,1,23,4,1,12,-8,130,541,390,382,520,27,23,85,17,8,0,30.41,16,5,6,1,3
13345,12,13,5,4,28,0,390,2475,1080,1080,1290,51,51,10,2,8,0,30.12,20,7,10,6,8
18452,12,30,1,1,28,-2,393,2475,450,448,663,42,42,10,2,16,25,29.8,12,8,12,5,11
24520,1,18,6,6,47,-5,111,427,1240,1235,1351,38,37,97,9,15,0,29.96,20,3,4,2,5
1226,11,4,1,1,28,-6,384,2475,1290,1284,54,53,44,71,13,10,0,30.3,16,14,8,1,8
24617,1,19,7,3,55,-4,395,2422,546,542,761,45,32,60,16,18,28,29.73,18,11,11,1,2
1845,11,6,3,4,33,65,209,1182,1170,1235,1319,51,29,43,17,12,0,30.37,3,5,7,7,8
13619,12,14,6,3,52,31,365,2446,990,1021,1175,52,52,10,17,18,0,29.21,16,7,5,3,9
19224,1,1,3,6,47,-6,116,427,1290,1284,1406,36,21,55,16,17,0,29.89,3,7,8,1,5
5685,11,18,1,1,56,-6,394,2586,660,654,874,42,41,96,4,12,0,29.77,12,5,10,3,4
16093,12,22,7,3,42,1,350,2153,1117,1118,1347,41,31,67,13,14,0,30.24,3,10,9,3,15
13826,12,15,7,3,28,-5,374,2475,630,625,824,49,35,59,17,24,33,29.78,17,5,4,4,7
18705,12,31,2,3,7,-3,89,301,460,457,549,38,37,97,4,9,0,29.71,16,10,15,6,12
23380,1,14,2,6,47,-10,111,427,1260,1250,1371,43,43,10,1,5,0,30.15,0,11,6,5,9
3455,11,11,1,0,63,63,90,209,1019,1082,1109,54,53,97,11,10,0,29.92,16,11,9,5,6
15627,12,21,6,4,51,13,202,1074,629,642,831,31,21,67,0,0,0,30.64,16,5,7,3,7
21755,1,9,4,4,1,-7,167,760,1198,1191,1365,31,18,59,9,6,0,30.73,0,15,7,5,12
2110,11,7,4,4,20,39,193,1069,958,997,1151,56,48,75,12,7,0,29.97,0,9,14,5,10
11607,12,8,7,1,31,0,194,1089,375,375,569,24,17,75,2,7,0,30.53,18,5,8,2,5
12175,12,9,1,0,9,-1,76,184,1325,1324,1401,50,50,10,12,14,0,29.77,12,5,3,5,9
21825,1,10,5,3,4,-7,72,187,419,412,491,40,37,89,13,13,0,30.6,0,7,10,4,14
6695,11,21,4,8,13,-9,115,483,580,571,695,46,33,61,7,9,0,30.2,3,16,11,1,8
22249,1,11,6,0,4,-5,81,187,655,650,736,54,51,90,9,24,31,30.27,17,3,7,5,7
5102,11,16,6,4,30,-1,176,944,929,928,1105,39,3,22,5,16,0,30.44,18,10,11,10,9
12472,12,10,2,4,4,-2,89,187,1169,1167,1258,53,44,71,15,16,23,29.96,0,12,19,3,6
18422,12,30,1,3,28,-4,386,2475,330,326,536,41,41,10,2,16,0,29.85,12,1,2,4,7
1362,11,5,2,3,56,-4,393,2586,659,655,872,61,59,93,12,14,0,30.14,0,5,11,1,5
2445,11,8,5,0,50,0,91,264,965,965,1056,36,14,41,8,17,24,30.2,18,11,10,3,11
1568,11,6,3,1,28,-5,388,2475,360,355,568,46,35,66,8,9,0,30.33,3,4,8,3,6
21402,1,8,3,4,27,-4,369,2248,1130,1126,1319,32,12,44,8,24,35,30.2,4,11,6,4,5
20205,1,5,7,1,17,-3,253,1391,390,387,583,38,23,55,8,30,47,29.7,17,4,7,2,7
20945,1,7,2,3,28,-3,387,2475,689,686,896,43,23,45,0,0,0,30.04,0,13,12,5,6
22576,1,12,7,3,26,-4,161,828,869,865,1030,67,40,37,15,22,32,30.1,19,6,10,7,8
965,11,4,1,4,58,-3,234,1598,485,482,779,50,29,44,10,8,0,30.37,3,22,25,5,10
6721,11,21,4,4,26,169,163,828,510,679,673,50,33,52,8,8,0,30.16,3,12,14,2,5
3881,11,12,2,3,5,-3,223,1576,1439,1436,282,26,5,41,8,18,37,30.16,3,1,0,4,5
6064,11,19,2,1,31,-1,192,1089,749,748,941,50,39,66,16,10,0,29.77,18,4,4,3,7
8050,11,25,1,4,12,-8,135,541,705,697,840,49,37,64,12,10,0,29.82,18,6,6,4,6
18921,12,31,2,4,56,0,419,2586,1199,1199,1438,43,39,86,12,10,0,29.63,0,12,8,5,13
19525,1,2,4,3,56,-5,412,2586,1200,1195,1432,42,37,82,12,8,0,29.9,16,15,8,9,16
4077,11,13,3,4,31,0,190,1089,921,921,1111,33,4,29,4,13,0,30.36,18,14,13,6,13
23321,1,14,2,4,4,-3,82,187,1033,1030,1115,43,41,93,1,5,0,30.16,12,12,8,4,8
914,11,4,1,1,36,-2,170,740,359,357,469,40,32,73,0,0,0,30.34,3,6,7,6,10
17261,12,26,4,3,51,-1,204,1074,929,928,1133,46,39,76,6,7,0,30.35,16,14,16,8,10
10106,12,2,1,4,30,-5,170,944,685,680,855,37,36,96,4,18,26,29.48,12,4,7,3,4
3968,11,13,3,2,28,89,390,2475,450,539,660,29,9,43,7,22,31,30.33,4,9,10,3,7
15522,12,20,5,3,6,33,75,266,1378,1411,13,27,14,58,7,10,0,30.63,18,3,2,4,9
5476,11,17,7,3,45,-7,362,2378,1110,1103,1292,40,31,70,6,20,0,30.14,0,8,9,4,10
6862,11,21,4,1,28,-6,390,2475,1110,1104,1320,48,40,74,12,10,0,30.09,16,8,9,8,10
20064,1,4,6,3,64,65,191,1005,885,950,1076,49,49,10,15,9,0,29.54,0,15,10,6,10
26191,1,24,5,1,56,-5,412,2586,420,415,652,34,33,96,6,3,0,30.38,18,6,11,7,16
17281,12,26,4,1,42,-3,363,2153,985,982,1228,46,41,83,1,13,0,30.36,16,11,9,3,7
11411,12,7,6,1,42,-6,344,2153,651,645,875,37,18,46,7,21,26,30.37,17,4,5,4,7
24765,1,19,7,3,63,-7,80,209,1110,1103,1190,36,18,48,16,16,0,29.89,3,9,11,6,16
13781,12,15,7,3,47,-5,104,427,488,483,592,45,34,65,15,21,26,29.74,17,22,18,2,6
12777,12,12,4,3,51,-9,188,1074,405,396,593,27,15,61,4,9,0,30.67,3,6,14,4,12
17865,12,28,6,3,30,0,184,944,663,663,847,50,37,61,8,13,0,30.19,16,8,14,2,4
13390,12,13,5,4,31,26,201,1089,1165,1191,1366,51,51,10,5,12,0,30.08,20,20,8,4,15
24845,1,20,1,1,15,-8,91,213,390,382,481,21,8,57,7,23,29,30.14,4,4,6,2,5
12678,12,11,3,3,42,0,337,2153,1117,1117,1334,36,23,59,15,22,29,30.36,4,12,8,4,7
7918,11,24,7,8,13,433,119,483,930,1363,1049,42,35,76,15,16,0,29.57,3,2,5,5,7
15463,12,20,5,4,56,4,424,2586,1180,1184,1424,29,14,54,4,12,0,30.62,3,18,8,2,10
8032,11,25,1,3,28,-9,374,2475,635,626,829,50,38,63,13,8,0,29.83,16,4,4,3,9
13464,12,14,6,4,28,0,385,2475,420,420,625,52,52,10,9,10,0,29.48,12,10,13,7,16
13411,12,13,5,0,43,6,117,340,1259,1265,1376,53,53,10,1,17,0,30.04,20,5,12,7,9
22370,1,11,6,3,27,-7,367,2248,1150,1143,1337,52,50,93,9,17,0,30.09,0,2,7,6,8
4853,11,15,5,3,42,-3,337,2153,1139,1136,1356,47,28,48,17,10,0,30.16,16,10,6,3,6
23348,1,14,2,1,28,-7,400,2475,1170,1163,1390,43,43,10,1,5,0,30.15,0,5,14,8,10
21931,1,10,5,4,26,232,169,828,450,682,619,45,39,80,17,9,0,30.52,0,11,15,1,4
28685,1,31,5,4,56,-2,415,2586,955,953,1190,40,35,83,3,9,0,30.24,0,14,11,7,9
10089,12,2,1,0,24,2,142,665,585,587,727,37,37,10,4,14,0,29.51,12,13,5,4,7
3434,11,11,1,4,32,-1,195,1029,1020,1019,1155,53,51,93,11,6,0,29.95,16,10,11,8,9
12111,12,9,1,3,7,108,83,301,876,984,959,51,51,10,9,10,0,29.88,20,15,4,5,9
26099,1,23,4,4,58,-2,240,1598,1139,1137,1439,39,30,70,12,8,0,30.37,0,9,13,4,7
4514,11,14,4,4,12,-7,152,541,1185,1178,1337,44,29,55,13,14,0,30.31,16,15,10,7,10
11616,12,8,7,3,30,-4,174,944,415,411,589,26,21,81,2,6,0,30.55,18,6,13,4,10
19227,1,1,3,3,28,-2,394,2475,1290,1288,64,36,21,55,16,17,0,29.89,3,8,8,2,5
21790,1,9,4,3,27,4,358,2248,1300,1304,38,32,19,59,9,7,0,30.74,16,7,6,3,10
4443,11,14,4,4,20,25,193,1069,958,983,1151,44,26,49,13,12,0,30.32,16,11,8,4,6
23239,1,14,2,1,42,-8,355,2153,805,797,1040,46,37,71,1,7,0,30.23,0,10,11,3,6
1461,11,5,2,1,12,-7,134,541,1021,1014,1155,56,46,69,17,12,0,30.13,18,9,11,5,10
9551,11,30,6,4,31,3,184,1089,690,693,874,41,13,32,4,14,0,30.05,3,15,10,2,6
21184,1,8,3,2,28,5,400,2475,450,455,670,33,29,85,15,15,0,29.92,16,11,20,6,11
4674,11,15,5,0,37,2,88,290,580,582,668,44,28,53,13,9,0,30.25,18,8,8,3,10
14656,12,17,2,1,56,-4,406,2586,1275,1271,61,34,32,93,7,13,0,29.7,0,14,9,5,10
2421,11,8,5,4,27,4,353,2248,899,903,1072,38,12,35,8,18,26,30.18,18,19,13,7,16
8896,11,27,3,3,27,-6,347,2248,1290,1284,17,55,51,86,17,17,0,29.57,16,13,12,5,6
10150,12,3,2,3,7,-7,84,301,460,453,544,31,27,85,4,16,0,29.53,16,4,9,7,12
7393,11,23,6,0,37,-10,87,290,580,570,667,40,24,53,7,8,0,30.06,16,15,12,2,7
24049,1,17,5,3,28,-4,386,2475,340,336,546,27,9,47,8,36,46,30.37,4,3,5,3,9
16560,12,24,2,4,42,-2,355,2153,485,483,720,43,30,60,4,14,0,30.13,16,12,15,2,4
28069,1,29,3,4,28,-4,404,2475,1150,1146,1374,36,17,46,4,10,0,30.11,3,9,18,5,8
3121,11,10,7,7,3,4,157,765,1095,1099,1192,50,35,57,17,9,0,30.03,18,9,10,5,10
4660,11,15,5,0,22,-5,82,228,535,530,617,40,27,60,17,8,0,30.26,18,11,7,4,8
27175,1,27,1,1,12,-5,141,541,480,475,621,40,31,70,15,17,0,29.72,16,15,23,4,7
2885,11,10,7,3,1,-8,154,760,418,410,572,42,28,58,13,13,0,30.11,16,6,17,3,11
16601,12,24,2,8,50,-7,95,264,615,608,710,46,29,51,4,20,0,30.13,16,9,3,6,9
20952,1,7,2,8,15,-3,86,213,709,706,795,43,23,45,0,0,0,30.04,0,14,4,3,9
13325,12,13,5,6,47,29,117,427,986,1015,1103,47,47,10,5,6,0,30.17,12,11,15,4,8
23972,1,16,4,0,18,-7,139,509,1025,1018,1164,39,24,55,16,23,32,30.06,19,13,9,4,4
27805,1,29,3,3,30,-4,178,944,359,355,537,33,19,56,7,16,0,29.99,0,5,5,3,3
21001,1,7,2,0,43,-4,114,340,899,895,1013,41,28,60,2,13,0,29.91,0,16,15,7,19
10409,12,4,3,3,7,-13,84,301,460,447,544,36,30,79,15,12,0,29.6,0,10,11,7,11
14245,12,16,1,6,37,-5,91,290,930,925,1021,35,24,64,0,0,0,30.23,16,12,15,1,10
20769,1,6,1,3,20,-5,197,1069,1200,1195,1397,41,33,73,13,14,0,30.02,3,8,7,5,17
12564,12,11,3,3,4,34,70,187,677,711,747,35,29,78,5,3,0,30.26,16,11,6,5,9
10018,12,2,1,3,39,57,173,1028,385,442,558,37,37,10,6,16,0,29.5,12,14,13,7,14
17471,12,27,5,4,58,-1,227,1598,490,489,777,48,45,89,12,9,0,30.3,16,19,11,3,8
4145,11,13,3,4,55,-1,391,2422,1114,1113,1325,30,6,36,4,8,0,30.42,18,9,9,5,9
3793,11,12,2,3,30,15,176,944,1069,1084,1245,32,16,52,8,21,33,30.07,17,4,9,3,6
11385,12,7,6,0,15,-1,97,213,531,530,628,34,20,56,8,16,23,30.35,16,10,9,3,7
16504,12,23,1,3,51,117,192,1074,1305,1422,57,41,33,73,17,13,0,29.95,18,2,1,4,8
14527,12,17,2,4,27,-3,368,2248,895,892,1083,34,34,10,6,14,0,29.66,12,7,12,8,13
433,11,2,6,6,3,-14,158,765,840,826,938,51,38,61,14,5,0,30.11,18,8,6,6,14
1246,11,4,1,3,4,0,68,187,1375,1375,3,53,44,71,12,10,0,30.29,16,4,5,3,3
1436,11,5,2,0,24,-4,149,665,945,941,1094,59,46,62,17,13,0,30.11,16,10,9,3,7
7024,11,22,5,4,57,4,399,2569,495,499,714,50,42,74,12,9,0,29.78,16,30,13,8,9
14334,12,16,1,4,59,2,347,1990,1180,1182,1407,36,24,62,1,5,0,30.22,23,10,5,7,10
10959,12,5,4,0,4,32,88,187,1289,1321,1377,39,23,53,16,16,0,30.06,16,5,6,7,8
4791,11,15,5,1,31,30,197,1089,930,960,1127,47,28,48,17,10,0,30.14,16,13,11,5,11
20788,1,6,1,4,27,36,374,2248,1242,1278,1436,40,33,77,17,12,0,30.02,3,3,12,5,14
19119,1,1,3,3,51,-7,204,1074,941,934,1145,39,21,49,16,18,0,29.79,0,9,13,7,11
11369,12,7,6,4,64,-5,189,1005,490,485,679,34,20,56,8,16,23,30.35,16,21,17,6,7
11663,12,8,7,3,55,-6,382,2422,520,514,722,31,23,72,1,5,0,30.56,16,14,8,4,8
9305,11,29,5,0,15,-4,97,213,930,926,1027,40,23,51,8,12,0,30.13,18,4,10,8,8
17798,12,28,6,1,12,-1,142,541,480,479,622,47,42,83,8,10,0,30.21,18,11,21,4,7
7974,11,25,1,3,28,-4,376,2475,480,476,676,45,35,68,15,8,0,29.81,18,12,28,3,6
19574,1,3,5,3,58,12,223,1598,301,313,584,44,41,89,12,7,0,29.84,12,2,1,2,5
17031,12,25,3,3,63,4,80,209,1170,1174,1250,35,34,96,9,3,0,30.17,16,16,9,5,3
25857,1,23,4,2,55,-15,390,2422,450,435,660,31,25,79,17,7,0,30.42,16,13,16,9,14
2630,11,9,6,3,36,16,163,740,467,483,570,34,21,59,14,3,0,30.38,16,20,21,6,8
9515,11,30,6,3,61,9,184,1041,568,577,752,38,18,44,4,14,0,30.09,18,12,11,3,8
11475,12,7,6,4,23,27,268,1417,900,927,1108,37,15,41,8,14,0,30.38,3,7,12,4,13
14329,12,16,1,0,11,0,138,425,1169,1169,1307,36,24,62,1,5,0,30.22,23,8,14,5,8
11453,12,7,6,3,10,3,132,636,839,842,971,39,16,39,8,10,0,30.37,16,5,5,4,13
6310,11,20,3,1,28,-9,380,2475,480,471,680,42,33,70,7,14,0,29.93,16,11,27,2,5
20368,1,5,7,3,56,-3,419,2586,929,926,1168,42,22,45,8,24,28,29.91,17,17,12,7,10
26238,1,24,5,0,3,-5,175,765,513,508,628,38,34,86,2,5,0,30.38,16,15,10,4,8
11118,12,6,5,4,58,0,227,1598,720,720,1007,45,33,63,12,14,0,30.02,0,8,6,2,10
6872,11,21,4,3,34,-6,392,2576,1139,1133,1351,48,40,74,12,10,0,30.09,16,10,6,5,7
14405,12,17,2,3,59,0,317,1990,470,470,667,34,34,10,5,17,0,29.88,12,5,24,3,9
2931,11,10,7,3,2,-9,254,1521,502,493,696,46,34,63,13,17,0,30.12,16,23,12,1,7
18787,12,31,2,3,4,18,70,187,754,772,824,42,40,92,13,10,0,29.62,16,2,4,5,7
6660,11,21,4,4,58,-1,234,1598,485,484,779,44,33,65,4,8,0,30.21,3,22,17,5,8
28178,1,30,4,4,31,-5,195,1089,475,470,670,26,14,60,4,8,0,30.3,18,13,23,4,6
10035,12,2,1,4,23,0,253,1417,480,480,673,37,37,10,4,10,0,29.51,12,10,27,4,7
16931,12,25,3,3,20,-3,197,1069,869,866,1066,45,35,68,9,6,0,30.16,16,4,12,7,11
4139,11,13,3,0,24,-3,147,665,1095,1092,1242,30,6,36,4,8,0,30.42,18,4,8,5,6
13328,12,13,5,1,12,-2,133,541,1021,1019,1154,47,47,10,5,6,0,30.17,12,10,11,5,10
24222,1,17,5,4,12,-7,129,541,895,888,1024,30,-2,25,8,18,0,30.62,3,7,17,7,18
28274,1,30,4,0,36,-4,169,740,764,760,873,35,19,52,0,0,0,30.32,16,8,8,5,11
27384,1,27,1,4,17,3,261,1391,1100,1103,1301,44,27,51,16,12,0,29.71,16,9,13,6,13
15779,12,21,6,8,13,-5,135,483,1170,1165,1305,33,29,85,9,3,0,30.48,18,6,16,5,6
22088,1,10,5,4,31,-1,200,1089,1170,1169,1370,47,45,93,11,5,0,30.46,16,11,13,5,9
17292,12,26,4,3,60,-7,394,2521,1020,1013,1234,45,40,82,1,14,0,30.36,0,10,12,3,6
12794,12,12,4,3,56,8,393,2586,428,436,641,27,13,56,7,20,0,30.71,3,14,8,4,13
450,11,2,6,3,33,0,211,1182,900,900,1051,50,39,66,9,5,0,30.08,18,11,13,5,14
15395,12,20,5,3,52,-4,385,2446,990,986,1195,32,16,52,7,9,0,30.58,3,13,6,6,11
17910,12,28,6,1,12,74,130,541,810,884,940,51,33,50,15,8,0,30.19,16,4,21,5,12
9106,11,28,4,4,42,-2,339,2153,1095,1093,1314,42,30,62,7,22,31,30.07,4,9,8,4,6
14345,12,16,1,3,16,-4,275,1626,1213,1209,1368,36,24,62,1,5,0,30.22,23,11,6,6,14
3084,11,10,7,0,7,-4,104,301,997,993,1101,49,36,61,17,12,0,30.02,16,11,15,5,7
72,11,1,5,4,2,-8,240,1521,555,547,735,52,32,47,16,25,32,30.02,4,8,12,1,2
14209,12,16,1,6,3,-8,163,765,824,816,927,36,22,57,7,5,0,30.25,0,8,5,8,11
20006,1,4,6,4,28,-2,381,2475,705,703,906,48,48,10,13,5,0,29.58,9,14,3,2,6
27683,1,28,2,4,30,2,186,944,968,970,1154,41,25,53,8,18,0,29.83,16,9,12,5,10
14826,12,18,3,3,50,36,77,264,725,761,802,36,26,67,15,18,0,29.82,16,6,7,3,6
21175,1,8,3,3,30,17,184,944,412,429,596,33,29,85,15,15,0,29.92,16,15,12,8,14
18807,12,31,2,6,3,53,164,765,815,868,919,42,39,89,13,12,0,29.61,16,4,15,6,11
12488,12,10,2,3,59,10,327,1990,1182,1192,1389,53,44,71,15,16,23,29.96,0,22,7,9,15
5919,11,19,2,3,20,10,181,1069,301,311,482,42,42,10,15,6,0,29.73,0,0,2,3,6
14896,12,18,3,4,31,-5,201,1089,1165,1160,1366,31,22,69,15,15,0,29.92,16,11,3,4,8
10613,12,4,3,0,22,1,90,228,1074,1075,1164,39,33,79,15,14,0,29.55,0,7,8,3,8
13366,12,13,5,3,20,18,188,1069,1125,1143,1313,51,51,10,2,8,0,30.12,20,8,12,2,7
27501,1,28,2,3,26,-10,160,828,449,439,609,39,27,62,8,21,25,29.8,17,12,15,8,12
22671,1,12,7,3,34,6,404,2576,1126,1132,1350,57,38,49,16,14,0,30.25,3,13,9,3,7
17419,12,27,5,1,31,-1,202,1089,372,371,574,47,43,86,9,8,0,30.31,0,8,5,5,7
16582,12,24,2,6,47,-9,116,427,570,561,686,44,30,58,6,14,0,30.15,16,9,13,1,3
630,11,3,7,4,30,-5,170,944,485,480,655,48,33,56,15,10,0,30.12,3,21,27,1,5
23269,1,14,2,4,58,-2,234,1598,900,898,1194,45,38,76,1,8,0,30.19,0,13,12,9,17
12780,12,12,4,2,56,-13,407,2586,420,407,647,27,15,61,4,9,0,30.67,3,7,15,9,12
16748,12,24,2,4,64,-1,190,1005,1170,1169,1360,38,24,57,4,10,0,30.19,16,14,14,2,3
16568,12,24,2,4,20,19,196,1069,485,504,681,43,30,60,4,14,0,30.13,16,16,8,2,6
5639,11,18,1,3,2,-8,254,1521,502,494,696,40,39,97,6,12,0,29.84,0,29,14,5,10
19490,1,2,4,0,17,-5,271,1391,1109,1104,1320,44,41,89,12,12,0,29.89,16,7,11,1,11
329,11,2,6,3,6,-7,75,266,455,448,530,44,34,68,6,6,0,30.26,3,13,5,3,8
27773,1,28,2,0,43,-6,113,340,1260,1254,1373,39,26,60,7,22,28,29.9,1,6,6,3,9
10439,12,4,3,4,56,0,422,2586,490,490,732,37,30,76,15,15,0,29.6,0,27,11,6,9
3377,11,11,1,3,28,-3,375,2475,869,866,1064,56,46,69,10,6,0,30.0,16,5,16,4,13
27933,1,29,3,8,15,-5,86,213,709,704,795,37,19,48,4,16,0,30.09,3,14,6,8,7
6546,11,20,3,3,59,-4,327,1990,1182,1178,1389,44,30,58,7,14,0,30.06,16,16,9,2,10
7512,11,23,6,3,39,-7,181,1028,1015,1008,1196,41,28,60,13,7,0,29.9,0,8,11,6,9
24515,1,18,6,3,42,-3,353,2153,1173,1170,1406,37,37,10,9,18,0,29.99,20,0,4,4,6
22575,1,12,7,1,28,-9,386,2475,870,861,1076,67,40,37,15,22,32,30.1,19,7,5,7,10
24470,1,18,6,3,56,-6,411,2586,599,593,830,25,9,51,11,3,0,30.5,0,8,3,5,10
17186,12,26,4,4,55,7,390,2422,665,672,875,43,36,76,6,8,0,30.31,16,6,16,0,2
11917,12,8,7,3,28,-5,374,2475,1360,1355,114,38,35,89,0,0,0,30.37,16,3,4,3,11
15081,12,19,4,2,56,4,410,2586,995,999,1225,25,11,55,15,13,0,30.37,3,8,12,7,8
906,11,4,1,3,20,-2,181,1069,301,299,482,38,33,83,1,3,0,30.33,3,0,2,3,7
23731,1,15,3,3,64,-4,184,1005,1310,1306,54,42,41,96,9,7,0,30.12,3,10,5,2,8
17950,12,28,6,6,9,-11,81,184,959,948,1040,49,34,56,15,7,0,30.21,16,18,7,6,12
4991,11,16,6,4,62,-9,228,1623,515,506,803,36,5,27,5,24,35,30.45,4,24,9,5,10
7996,11,25,1,4,1,-3,155,760,510,507,665,45,35,68,15,8,0,29.81,18,21,10,5,9
2230,11,8,5,3,28,-6,371,2475,340,334,531,34,21,59,7,12,0,30.07,3,1,4,5,10
27428,1,27,1,0,48,-13,113,288,1218,1205,1331,43,28,56,16,14,0,29.73,0,9,11,8,14
16840,12,25,3,1,12,1,142,541,480,481,622,36,27,70,4,7,0,30.25,18,13,17,3,4
23532,1,15,3,3,20,0,198,1069,680,680,878,50,32,50,16,9,0,30.17,3,9,16,2,4
15419,12,20,5,4,40,-1,385,2454,1065,1064,1270,31,16,54,4,12,0,30.59,3,7,6,3,9
4555,11,14,4,0,37,26,97,290,1279,1305,1376,43,31,62,17,14,0,30.31,16,14,8,6,12
11086,12,6,5,3,28,-6,374,2475,630,624,824,44,30,58,12,14,0,30.1,0,8,4,3,8
20540,1,6,1,4,26,-1,169,828,450,449,619,34,31,89,17,15,0,29.96,14,8,8,9,13
5812,11,18,1,4,4,-1,84,187,1035,1034,1119,40,40,10,4,12,0,29.72,12,15,8,6,10
20839,1,7,2,1,31,-12,201,1089,419,407,620,38,25,60,15,10,0,30.08,0,7,15,4,11
18116,12,29,7,2,28,-3,395,2475,450,447,665,39,33,79,5,7,0,30.24,16,13,13,7,11
8596,11,27,3,3,27,-8,343,2248,381,373,544,46,44,93,0,0,0,30.01,0,4,4,5,9
20087,1,4,6,1,28,-5,400,2475,1020,1015,1240,49,49,10,15,9,0,29.53,0,11,9,4,8
5436,11,17,7,4,20,21,193,1069,958,979,1151,40,30,68,5,20,25,30.17,0,12,12,5,8
13217,12,13,5,1,56,-1,400,2586,660,659,880,50,48,93,3,9,0,30.32,0,7,16,3,5
10712,12,5,4,1,36,-3,170,740,359,356,469,37,34,89,15,14,0,29.64,0,5,8,2,6
28764,1,31,5,4,33,2,214,1182,1175,1177,1329,40,37,89,2,7,0,30.22,0,17,9,4,11
14090,12,16,1,3,64,1,179,1005,450,451,629,34,18,52,7,8,0,30.26,0,6,15,5,11
5324,11,17,7,3,7,-5,85,301,599,594,684,42,30,62,5,22,0,30.31,17,10,3,6,10
16479,12,23,1,1,28,-7,392,2475,1290,1283,62,42,33,70,13,13,0,29.96,16,8,11,2,6
7962,11,25,1,3,6,-9,75,266,455,446,530,42,35,76,15,9,0,29.8,16,13,8,4,12
25815,1,22,3,3,56,-12,402,2586,1309,1297,91,33,23,66,0,0,0,30.44,3,10,6,5,9
11159,12,6,5,3,28,15,376,2475,880,895,1076,48,33,56,13,20,0,29.96,12,16,13,7,12
2756,11,9,6,4,31,20,187,1089,921,941,1108,39,25,57,12,10,0,30.23,18,11,10,3,9
15738,12,21,6,3,10,173,137,636,839,1012,976,31,27,85,9,7,0,30.5,0,10,12,3,6
8990,11,28,4,0,54,-10,141,718,550,540,691,50,33,52,16,31,41,29.76,17,5,11,5,5
4568,11,14,4,3,7,-2,83,301,1375,1373,18,42,27,55,15,13,0,30.31,16,4,4,5,4
17393,12,26,4,3,40,18,384,2454,1290,1308,54,45,41,86,1,12,0,30.38,0,8,3,5,8
16175,12,23,1,1,28,-5,394,2475,360,355,574,36,31,82,17,8,0,30.16,3,5,7,3,7
18994,1,1,3,4,42,-5,355,2153,485,480,720,38,25,60,15,23,29,29.75,17,13,21,0,4
207,11,1,5,3,28,26,374,2475,1040,1066,1234,52,30,43,8,16,0,30.17,3,3,9,1,7
3358,11,11,1,0,47,-4,113,427,787,783,900,57,45,64,9,6,0,30.02,0,5,6,3,6
9868,12,1,7,4,56,-1,400,2586,580,579,800,32,20,61,2,10,0,29.97,0,13,9,5,8
11920,12,8,7,3,6,-2,74,266,1378,1376,12,41,38,89,12,3,0,30.34,0,3,1,7,6
18999,1,1,3,4,33,-2,216,1182,485,483,641,38,25,60,15,23,29,29.75,17,16,17,0,3
27864,1,29,3,0,14,-11,149,589,510,499,659,34,19,54,4,15,0,30.07,16,20,11,2,9
14547,12,17,2,6,24,24,154,665,921,945,1075,34,34,10,6,14,0,29.66,12,13,14,4,9
15626,12,21,6,2,57,63,402,2569,575,638,797,31,21,67,0,0,0,30.64,16,5,7,2,9
9805,12,1,7,2,55,-1,387,2422,450,449,657,31,18,59,2,14,0,29.98,16,16,15,7,11
26421,1,24,5,0,47,-5,124,427,1089,1084,1213,40,35,83,2,9,0,30.31,16,9,8,7,11
28531,1,31,5,4,42,-2,353,2153,485,483,718,37,32,82,1,3,0,30.34,16,20,16,4,6
