,TAXI_OUT
24565,19
13134,34
21549,16
27103,21
21660,13
8318,11
13122,37
24005,40
25241,19
8303,19
25040,21
2088,18
23528,16
14940,22
516,19
25366,17
7940,22
575,20
18589,30
228,21
26379,16
14692,19
22324,33
25399,15
6173,12
23842,19
22096,23
1775,17
25332,15
1189,19
22560,25
28465,26
6295,32
28702,20
4690,28
11294,20
13462,18
1711,34
19547,19
19725,25
6028,10
24892,15
12314,19
14277,20
21320,30
11304,28
176,22
9841,27
20683,22
5994,15
19206,33
14325,23
27371,14
2844,15
7536,17
12970,25
25853,20
4845,18
25402,12
25376,13
8182,16
25115,16
17463,41
23116,24
10450,19
21728,29
639,20
12553,14
6773,20
5700,40
878,14
18177,14
14336,28
18829,14
18463,31
27042,23
17637,15
17479,24
7855,24
7307,12
14720,22
20927,12
15368,40
9939,36
27443,20
8315,18
18375,31
22710,19
9113,13
332,12
7069,15
21120,31
2825,20
15429,14
20616,22
19617,15
21067,28
25428,13
13263,24
4340,21
21392,21
6130,37
16071,15
18698,20
24010,40
12371,22
16513,14
20054,21
12693,19
27558,15
16608,18
1240,23
16436,21
5395,15
12176,17
12310,13
7741,36
12350,16
20350,24
19390,16
421,23
23468,19
12105,23
26423,12
18990,21
13110,31
2581,16
28172,17
11988,14
12482,18
21766,30
17536,36
11063,17
22100,18
14466,29
2470,13
25607,18
28791,15
7541,24
12182,32
10995,15
26850,11
441,40
18574,29
5942,12
9961,35
16682,21
18729,22
3068,20
23759,13
14236,25
16809,16
2997,13
9566,17
9918,39
10054,24
1253,14
14014,39
26242,32
3334,24
1619,25
20160,35
5885,27
17128,37
22844,17
11133,32
23601,14
18172,20
11757,37
25226,27
20862,26
8012,11
16309,17
25139,28
16389,17
9952,33
11439,13
393,14
5574,21
9534,17
21665,23
7143,20
20254,33
8070,19
8928,14
4929,18
18471,35
12652,13
23237,27
14844,29
28424,12
14930,18
6713,12
5221,12
23114,22
24608,16
3356,21
19435,20
11871,35
7132,14
22229,20
1173,28
4541,25
10012,21
23451,21
19310,13
21535,16
22583,14
25310,14
9228,23
24397,17
27167,21
25068,20
26013,13
26343,31
24373,17
16500,19
25543,36
27935,16
1688,15
7520,16
12995,26
15727,11
7893,26
18055,26
18426,14
492,25
25622,12
2122,12
15827,14
20682,15
18691,16
11106,19
23966,22
12529,14
27980,29
15364,25
23384,21
13039,32
17426,33
1086,14
6024,16
20442,15
56,25
1147,22
22149,12
684,31
23378,19
23785,23
14638,22
8480,19
833,12
20929,8
22465,33
24733,21
27885,22
28633,17
27606,11
6931,24
2096,17
13230,24
1978,20
25375,12
10778,13
6326,34
16771,13
11844,28
4980,21
18683,19
7715,10
10252,25
18808,11
3876,20
27532,18
4705,30
18955,15
484,27
6899,22
25188,12
20097,13
19561,26
13247,22
13186,17
14476,30
6554,29
9892,20
19409,20
11646,39
13927,27
3365,25
11951,32
11284,18
26417,18
24125,20
25367,17
317,23
1938,19
13308,30
19734,14
1102,11
17465,38
35,20
17854,16
2223,35
6564,13
9745,29
4120,22
13691,20
1164,33
21314,18
2356,10
20332,23
2501,28
20831,13
21565,15
18464,29
26127,11
6146,16
13876,22
8567,16
25616,19
13919,40
20032,21
22664,21
20669,14
8848,20
6942,14
15639,30
15507,17
10249,15
8587,12
15140,26
12059,22
7476,21
17968,14
22399,22
9291,21
16112,15
4602,22
6244,21
25572,23
25239,14
7686,12
28288,28
5224,15
1514,33
12987,29
10636,21
1743,18
20555,30
13504,26
10034,17
27642,17
4328,19
15735,14
5182,34
14696,16
25699,16
27798,14
5404,29
8157,11
21696,19
23958,24
20273,28
7799,32
2058,16
19787,18
2061,18
20962,16
24168,25
25340,15
7402,19
22875,23
17595,22
1248,13
4553,15
3336,20
7033,23
2918,14
227,19
25881,19
13023,23
13223,16
27986,15
23408,21
215,18
7242,24
20410,22
13484,19
23778,18
16672,25
11700,26
8107,26
7199,15
24117,20
24197,26
14112,28
24685,22
7927,13
8266,24
376,16
3450,26
20363,26
5610,18
22116,16
1429,21
17875,24
1343,17
18874,21
6492,24
10373,15
11410,14
9118,20
6447,22
28586,17
4082,26
23051,23
23829,22
28618,19
2298,25
7139,33
27944,13
7785,35
17506,15
13052,24
9547,20
7136,19
13157,28
8893,23
25406,18
4831,15
15186,14
23210,20
9010,10
3847,27
28410,21
7597,15
16812,15
25821,24
5108,15
21364,20
10858,16
8504,19
15616,21
1463,20
16798,14
3699,21
16583,21
9081,15
25278,32
17380,13
7959,13
4208,21
26684,24
3351,12
17821,12
20640,23
20175,22
16052,27
1342,13
25050,15
21143,20
24975,16
3180,13
17087,16
16847,20
15369,34
28552,15
26977,25
6566,12
11377,21
3809,24
8183,27
326,22
25309,11
23781,25
25144,20
25483,25
6738,26
4487,18
26592,33
11326,19
14549,12
7971,16
21987,22
10735,26
22611,13
3018,14
13456,18
1564,15
25373,15
27591,14
17808,35
22126,28
23074,27
27597,15
24392,15
20797,20
13942,19
26728,34
3568,10
9175,19
19340,24
18936,17
13591,18
10257,31
6368,13
5683,14
25010,13
28630,25
13593,14
15637,24
2140,16
5261,22
21844,17
26754,22
28661,27
15533,16
15853,16
23555,17
2975,20
17758,16
24873,34
9528,25
27036,24
11008,24
3879,20
12547,16
9437,22
20202,16
25808,19
2869,12
23166,22
23918,37
22293,30
16262,13
25529,14
21449,31
27469,15
638,26
21768,21
16630,18
23773,19
7761,14
26637,16
18848,14
26714,26
15724,26
7282,23
6880,23
5754,10
21007,15
23428,21
20335,28
9247,13
25883,40
25786,32
6344,15
19353,16
19259,20
19126,22
7878,35
17918,13
5939,18
13792,12
16501,20
25613,16
14543,11
8410,16
4199,30
24682,25
17474,17
10329,26
12107,20
4205,16
15722,20
16185,16
9216,15
3741,14
20593,19
19996,28
28033,14
11801,22
24091,18
9738,34
25266,15
24838,22
15232,24
19042,20
23445,17
26096,32
4714,23
11422,24
13916,38
5490,13
15047,34
25072,12
27537,25
2052,32
26215,37
17663,28
4326,19
16065,40
4335,23
16213,13
12925,13
5583,11
25272,14
17300,17
11197,39
23365,23
8618,19
15308,24
16306,10
10070,14
1781,21
6351,18
24066,17
3745,14
26668,13
7730,27
15612,12
5935,16
1554,15
14814,28
26733,31
9830,20
10893,29
18358,35
19559,33
26216,17
20156,34
21460,16
19925,30
17985,15
17162,29
12033,25
24359,17
9318,18
105,16
19741,19
21926,15
26509,26
6544,13
22877,25
8278,21
23721,19
11729,39
28238,21
1445,22
16570,17
8016,12
16994,27
21654,15
2323,28
8455,19
24571,41
26984,16
15982,24
20747,40
19627,20
1170,26
8601,16
27236,16
12944,20
17983,16
27377,26
3846,25
8942,16
14996,37
24202,16
16284,10
27762,14
19649,14
16883,19
13305,14
1154,30
14682,13
16665,25
23174,20
22771,28
25117,27
13149,18
11776,31
7979,29
22168,17
21477,15
8712,28
1236,27
23521,16
24036,17
11711,17
15494,21
10520,11
572,21
26306,15
1423,19
20868,22
31,13
5039,20
19326,25
10811,11
24992,21
15425,13
9492,17
505,23
22089,24
14848,20
15847,17
623,16
26149,20
11510,18
19074,20
28659,24
22056,24
22953,15
28558,20
18385,27
9973,39
14693,16
9849,26
17273,19
25032,25
18067,19
19870,17
9260,16
13395,23
14139,15
14071,14
2033,12
6046,33
27099,24
13550,26
20180,21
18548,34
6494,22
8233,23
11005,20
17650,21
10649,19
9759,29
7708,19
4233,16
19431,17
13523,28
25223,13
17384,35
13313,23
18970,14
2842,22
20886,27
22791,19
20553,22
2780,13
26494,14
7937,20
2192,23
28222,33
19932,30
11361,23
18695,15
13480,32
985,16
262,16
21798,24
19637,29
5543,18
27937,16
5738,19
839,25
11187,20
12387,17
10982,13
23080,29
9507,29
22007,24
22317,13
9023,13
13827,17
24120,25
18065,16
26154,20
18310,13
8552,20
14528,23
14131,24
5498,13
20928,18
24365,16
5913,23
18316,24
20229,18
3948,16
11957,21
2962,16
10798,26
10757,24
21313,28
387,18
2313,18
18368,39
24502,13
11823,25
24984,19
20858,17
28337,24
8690,27
23488,18
6552,13
7014,25
7654,18
13548,31
1266,13
10037,20
24194,18
17319,34
22926,33
4483,13
500,13
10085,14
2584,15
3404,13
10469,16
18828,11
15106,16
25107,16
17677,15
11143,16
6844,13
12576,15
18572,22
3132,13
6612,22
17738,17
27313,23
10212,19
21723,30
13059,21
13229,31
4928,19
19362,25
11788,29
15309,20
21266,18
28025,23
24819,24
22421,11
17852,31
1892,13
10238,26
2087,12
21251,10
5091,36
19751,31
13359,39
13469,21
9119,19
396,22
20435,30
10816,16
28385,23
26819,16
1538,16
9769,14
22251,19
400,15
16416,24
26407,14
3478,18
2515,27
21742,21
10498,9
12670,26
21580,22
17954,23
22618,16
11451,12
10058,15
17521,19
8041,21
2339,18
648,14
358,17
16960,22
14212,26
25582,18
25521,23
9623,19
2004,18
14446,28
25150,19
7331,19
13708,30
12269,24
13419,21
2653,18
8929,11
8570,20
23441,18
25044,17
27964,23
7204,29
6815,22
9394,14
25119,29
18337,33
10990,13
5154,15
28345,15
18026,24
5820,18
7763,25
423,17
5452,15
6614,15
14980,34
24607,14
19234,17
4920,13
27729,12
26829,35
17652,14
15027,16
1670,11
12956,18
17794,14
21664,26
6047,15
28155,21
20857,17
27180,35
9816,20
3511,15
487,12
25615,14
21211,18
609,30
24019,36
15970,24
7422,21
13960,27
151,39
18009,10
708,17
20131,13
14501,31
17061,21
16631,17
26671,17
28651,13
8120,14
893,14
6860,12
24094,23
5316,13
3030,17
5360,23
28521,34
19782,28
16641,11
1956,21
2240,19
20978,23
10437,29
4074,15
15930,24
26047,36
23849,20
1939,24
15699,31
9235,15
10239,25
16551,19
11683,27
23661,14
12258,13
16008,16
25939,14
8779,16
14323,35
15784,16
26285,16
23709,16
7197,29
18480,31
25383,18
24265,27
10851,23
3720,25
372,16
1918,26
7167,15
15214,26
23014,15
15129,13
26219,16
1107,20
406,18
19717,18
5043,21
16082,17
16030,29
10939,41
11944,31
7809,30
5514,34
24368,10
25660,22
848,21
4408,28
13208,18
8464,20
6309,33
5332,17
15070,22
21408,31
24949,13
27442,22
6227,15
1690,16
11877,27
20047,20
4578,20
11744,20
2236,18
17056,18
7583,26
4217,20
3111,17
16100,16
11543,21
7642,18
19771,18
5819,12
8388,20
1730,16
25398,15
814,28
1017,15
18986,21
3651,18
7683,13
247,32
15130,15
25045,17
7121,32
23507,31
10710,21
11784,32
16488,19
24315,25
13098,20
27271,17
6266,15
12273,11
7740,24
24378,15
27513,11
12043,23
5310,33
10294,18
15797,13
23909,26
3176,12
23444,12
23760,15
5024,25
130,14
26158,16
743,17
25791,16
19368,28
26750,28
15015,20
4406,27
24426,28
6513,16
13145,25
1595,13
26037,13
9471,20
26628,32
18743,14
26790,12
3595,14
22666,11
10764,17
45,24
468,15
3493,20
19602,21
26196,19
887,15
10711,25
515,16
27058,25
4703,16
6781,14
22130,19
22099,31
7887,37
10722,15
23574,26
291,15
25799,22
2760,16
1635,14
16292,34
24827,19
27542,19
13254,21
10534,10
18100,19
23052,20
17796,15
23571,20
16223,17
28672,16
28715,18
9067,27
7366,27
16258,15
11350,18
883,24
26193,15
27296,17
1618,24
27742,13
27305,15
27032,24
24526,25
7984,15
24371,12
1675,23
21594,18
10986,19
74,15
20630,11
5715,21
1888,16
17260,28
7982,13
15979,19
25953,21
8630,16
13228,33
13526,24
22396,30
11100,14
12090,13
9048,21
3372,14
25638,14
23413,9
7762,19
2569,23
28305,12
11746,28
17154,23
11091,16
23786,26
26880,28
24661,16
24907,15
8119,14
1786,20
5468,16
5722,19
10161,29
9688,15
26173,13
7310,13
19610,16
19009,22
8695,14
22087,11
16943,24
19538,22
5155,18
15233,35
22827,23
14611,38
21667,23
10428,25
26287,22
8714,17
25827,24
11479,15
15358,31
17002,22
8494,26
23448,29
15274,25
3609,18
12126,39
8811,34
26589,26
11034,14
3473,33
16795,14
16329,15
14744,39
4312,10
3867,14
6057,13
117,14
16000,21
27785,7
13270,14
27193,19
12605,18
12871,23
4192,12
3575,11
19226,22
28393,20
16053,14
3896,18
20961,19
4029,15
5671,22
5524,25
4859,29
14864,36
24093,25
17889,10
2813,23
25729,25
10455,18
20383,26
15808,28
21366,14
17396,27
8603,28
22451,21
13150,19
6952,15
14324,17
9595,14
8802,35
16276,11
22133,14
17389,22
27960,27
19131,12
6240,18
2525,18
25938,12
2348,17
21441,24
10695,24
4381,19
13463,25
5607,20
14760,19
6357,29
19401,33
26322,19
7913,21
21319,16
26729,26
5290,31
5424,14
7910,30
24672,19
28263,31
19817,32
28399,25
15769,21
9807,25
25970,12
5361,21
13954,33
12298,12
27758,15
3863,17
18059,25
24678,21
17859,17
27812,17
3653,21
22519,18
6708,15
9320,15
12545,31
2433,16
1841,15
236,15
2345,13
2802,31
5394,18
28011,18
23417,13
2574,18
5909,29
17005,25
13834,31
22478,30
23308,14
20748,37
28628,17
27433,18
23212,18
24927,23
21588,20
5568,13
202,19
13076,26
4811,19
22334,28
15791,18
7757,15
16321,24
4025,16
20182,19
21586,14
20734,21
415,27
14912,18
16855,22
26878,17
7243,19
4202,23
11107,21
1279,30
21030,19
24132,16
27303,17
16764,25
25769,27
19929,31
26028,21
1105,15
14600,18
8170,9
11486,16
24440,24
17458,15
21994,36
17302,24
24902,10
21452,26
20968,35
2642,23
23324,11
26102,17
26983,19
20436,13
220,15
13823,15
19887,15
27206,14
19480,25
7299,23
25355,12
12223,13
1474,12
11247,20
22283,27
25884,25
14408,39
18339,28
11967,21
25565,30
22713,29
8102,16
16107,22
25353,23
28206,20
3065,16
7674,18
25914,16
21444,24
21568,16
24118,26
17814,22
6656,27
8029,21
3648,22
15376,29
21503,26
14609,37
27231,24
12701,24
20149,24
15372,35
22187,16
18600,27
2070,19
6254,16
17238,17
19134,22
17466,21
15994,19
4921,15
12127,38
27423,23
26014,19
15981,16
7891,31
4872,16
7884,40
10112,41
11115,20
9708,24
28264,22
12782,23
10379,10
11652,18
23261,16
722,21
1916,23
19573,11
19412,17
27563,21
13560,16
13912,41
19527,28
1118,27
4297,12
7711,16
24671,18
27648,13
10546,36
16356,12
7659,24
22286,15
11756,16
21128,19
18493,25
465,16
12856,19
1950,26
21434,28
5801,13
6168,19
16703,13
18093,23
26885,18
25501,15
4499,19
16012,24
1345,13
2118,30
21399,37
27286,18
24654,18
14269,28
59,22
23009,17
13696,9
5890,28
3268,37
6662,20
5749,13
28323,17
21130,18
25760,23
4769,16
2882,13
25240,14
23688,17
20401,21
1598,19
18406,19
13459,18
23289,12
8713,14
2562,16
16932,31
24843,16
28043,14
23634,12
2115,28
18308,12
19680,20
4384,19
24542,18
14012,18
22561,33
1108,25
19973,33
7313,10
14970,34
26725,29
24533,23
24224,26
1779,18
24200,21
13902,20
3541,20
6599,16
21448,24
16832,13
20259,40
5274,25
24587,27
3350,18
888,22
3534,13
23779,39
4413,22
10634,18
5359,17
11242,16
10278,33
24650,15
1044,32
24979,12
3868,16
10938,29
1745,25
19415,40
14871,33
27093,19
8358,15
8342,39
27545,21
7591,13
7201,17
22735,19
20733,20
14766,26
25291,34
27902,19
15553,28
14111,23
12932,14
12778,15
8849,16
22602,20
27760,18
15031,37
11500,22
17527,32
240,31
25830,19
20464,30
24860,12
7001,25
27886,14
1611,30
2467,16
3959,31
4442,20
12048,12
5554,23
11865,22
7720,21
24006,39
1311,31
6078,21
6756,17
23204,18
27458,10
6042,22
6714,22
10680,23
9650,21
13939,14
20338,28
10537,14
7291,16
26495,20
12190,12
314,21
9609,22
27710,14
20148,21
18737,16
25780,26
1021,18
25868,17
5477,15
4935,21
11292,18
15455,23
16191,15
20253,39
4772,17
25256,11
27697,36
13136,32
28048,21
14273,18
7210,20
4410,30
15465,39
7100,16
27666,16
16305,20
27222,35
11196,18
26824,18
4285,28
24915,14
11018,18
17635,19
9322,15
7130,15
7028,21
20239,38
17356,20
11487,26
17291,9
3972,40
23393,21
28727,17
27230,22
16807,24
9970,34
5205,23
14272,18
23372,13
6767,17
20642,21
27279,25
22463,33
13936,14
3428,19
7177,37
23016,25
18632,29
21533,14
1519,26
23629,17
10389,17
8180,21
28392,24
9695,18
20892,10
22586,16
22300,18
22852,20
19271,41
15343,18
27641,13
2455,17
1094,22
23921,36
18863,19
24144,17
26575,38
21975,25
28608,16
4779,12
1125,18
16372,13
921,14
25912,16
19385,15
22455,23
232,13
22725,18
27418,26
13038,19
20692,28
8783,20
21036,17
22153,11
520,12
18490,30
13378,22
16459,10
13947,18
26549,29
14122,31
13047,21
3047,19
16659,32
980,24
13934,15
19823,36
18176,13
11567,17
25311,21
13605,15
7324,18
5288,21
10787,18
1774,16
6725,11
19135,15
26171,23
26623,35
22247,16
25264,15
10762,26
5131,18
13645,30
28616,25
28003,23
5497,26
24584,16
3313,12
28373,20
398,20
24071,19
3142,10
11968,19
5330,18
13183,27
13653,19
5878,19
14433,17
25116,26
123,23
28187,27
27913,17
10349,32
23667,31
6037,26
16506,23
4651,16
28054,20
27276,22
6804,18
8139,11
107,22
25645,17
27580,14
1856,19
1666,14
8171,39
8903,13
16821,23
8322,22
20288,19
17982,17
13473,19
1815,17
9672,24
26038,17
6567,9
9883,12
10868,12
12305,14
4067,17
4978,18
5516,16
23493,15
2920,15
21899,33
8450,19
8922,11
26540,26
20301,17
24965,17
5217,24
10375,27
16007,19
19898,19
7496,36
5117,23
21,16
1508,15
26962,11
1906,22
4689,12
25106,17
5231,11
5575,19
17390,28
11343,15
21108,32
17512,15
21465,16
18878,23
634,26
12972,16
350,17
3447,28
22999,37
6150,15
8277,15
681,30
1886,39
23107,18
14894,19
20990,18
3034,13
12015,20
26586,38
6652,19
26098,16
21812,23
18665,21
19554,25
20890,15
6655,36
21671,24
21554,9
14813,13
10651,15
4584,22
7026,18
20509,13
3647,21
4564,20
26642,18
5486,23
22509,21
15290,21
6547,17
127,21
3891,20
7427,31
20041,21
14560,21
28359,18
16638,26
4052,15
7281,21
12297,27
6342,16
1454,14
1952,29
22708,30
8599,19
22760,17
9042,19
26746,29
25074,21
23824,22
3678,17
28681,25
24398,16
6255,16
5080,14
25828,21
26588,31
13795,16
5426,19
19441,19
9243,13
16193,34
10887,10
9902,41
26870,14
25670,14
25469,14
8745,19
4223,16
1024,18
5800,13
17155,14
13053,25
21324,17
21672,19
25089,16
7126,12
26653,22
15010,28
1133,20
7883,40
16865,15
21941,14
18499,40
12401,14
16074,12
18409,17
6177,30
27996,20
28782,26
8389,20
2534,30
4142,17
22313,24
15165,30
24068,20
8608,37
9709,30
28061,24
12279,15
3723,21
26060,11
4878,13
7564,36
1733,17
1606,12
11896,23
15683,15
17036,40
4966,17
9559,23
1808,14
5933,15
2759,25
22918,12
2812,23
21982,15
17499,14
19399,21
24325,11
3088,15
15907,22
6563,16
18131,11
27209,23
7551,30
26224,34
28051,18
10287,27
11477,15
26556,33
17746,18
28422,17
2254,22
9462,13
23097,14
6485,35
13128,24
17686,17
5246,15
1032,16
24530,29
20703,18
1040,26
6974,28
11145,17
10707,18
5142,15
8691,24
4571,21
17861,17
14605,27
14648,20
352,23
17853,22
9838,24
8641,32
28560,15
25329,13
25832,14
7283,21
6758,19
16597,20
10344,14
20911,22
1710,13
18559,28
24953,17
17054,21
22849,15
21598,22
18625,28
4387,19
9167,13
24443,21
11413,25
15202,24
12562,15
25732,21
4821,15
2466,22
3371,14
4393,17
21249,15
1152,21
3251,17
23745,16
919,19
10532,22
18529,19
28615,14
19166,41
6491,38
13993,33
22461,23
6540,22
24108,31
285,17
19481,33
15135,30
26440,31
16486,12
15169,19
18298,25
28207,16
17709,12
20313,20
2726,18
11674,23
5869,38
14256,18
235,23
21140,14
1315,35
19860,15
8223,17
21858,16
5882,19
18411,27
11806,18
2492,23
12260,20
21217,30
12697,27
15344,18
17078,12
3316,13
27509,23
24497,17
1349,20
8740,20
11082,14
20700,31
27524,29
4489,22
16155,15
20133,32
19327,13
19668,20
14061,17
14166,20
1101,13
22563,28
15713,19
15149,40
1894,17
10803,21
1476,15
3558,12
25365,20
12760,15
4532,14
14998,36
15862,36
27539,15
22267,22
18270,32
20358,32
28231,32
10173,17
24292,17
28653,28
1993,18
2401,20
24898,9
10593,17
17168,17
5654,15
12789,16
17110,29
26071,21
16581,19
21841,27
9214,12
28131,15
11006,22
7378,38
16825,15
5549,21
6371,17
21694,25
17681,15
5159,15
20341,19
14768,16
20872,12
27556,17
14585,20
5496,14
14539,14
21430,30
2286,25
22261,15
26886,23
17072,14
25759,29
6565,28
18765,12
17370,29
932,16
5856,30
27408,12
10331,18
6936,9
6193,12
11600,16
15492,19
7606,17
3198,15
6479,16
7342,13
24121,20
13812,33
5326,11
15849,21
19188,19
2114,13
5634,28
6578,15
18241,28
19430,29
26239,29
27621,15
15571,17
26500,30
25364,11
26644,25
944,18
3165,24
14959,20
2874,10
22641,13
8927,20
27195,14
15687,13
27657,20
13604,18
7159,28
13403,23
24307,15
16141,23
430,31
12882,28
26888,15
14862,30
4250,18
9991,16
10583,15
902,23
3032,17
17722,16
17278,10
14366,39
12144,39
2983,25
26167,15
10911,36
22086,16
25623,21
8935,17
8781,30
10029,25
8059,16
12519,13
6413,17
5353,19
27415,20
15851,30
3427,14
1534,12
8377,14
11212,16
16843,18
8074,21
6271,16
10042,27
8959,14
19092,17
10526,30
18399,17
14082,34
10971,24
13180,18
1127,22
8216,18
18388,34
10096,29
24248,17
9127,29
28158,16
7882,32
26522,20
3187,22
27889,14
6870,10
11676,27
6007,20
19307,32
5888,24
14564,23
10674,31
28673,15
5636,21
1926,21
10105,19
2232,17
26619,37
8845,26
14424,35
20661,12
23612,20
21890,17
2786,16
5828,27
9993,16
10524,19
15121,15
10136,19
13108,19
7555,38
11337,22
15879,12
18614,28
11959,32
26318,24
1620,11
21447,25
5670,28
15895,15
916,16
24306,25
15457,20
12870,18
962,23
21012,17
8897,14
27347,25
9994,14
20511,31
1985,22
24828,21
28529,27
20390,19
819,9
14617,18
12058,28
11193,18
8,25
19921,30
16063,18
19284,20
8724,30
16054,24
1405,20
6797,23
11816,18
13055,29
23827,18
8828,16
28056,23
22745,25
1193,24
4438,29
19816,15
13443,12
27491,21
5016,17
9224,17
25252,14
15947,17
19495,35
16233,26
15378,35
23993,40
11136,19
27993,15
8265,12
2830,30
11840,12
19619,12
3320,14
19927,40
26830,15
25625,17
6469,13
27098,23
1244,12
10789,18
10280,31
18279,28
730,11
1767,11
25814,22
10467,19
16129,38
25473,16
15497,23
24557,14
9729,28
1694,30
6055,16
2193,16
18628,30
9295,17
26213,17
23460,16
25125,17
23142,25
19165,26
12853,25
6522,11
1764,20
23300,18
7622,16
9740,28
19533,29
26146,9
783,20
11344,28
6058,14
23834,20
4376,18
5884,15
967,16
12591,14
21159,20
12541,31
27699,17
1506,38
1700,13
19591,28
14208,19
3760,26
8780,28
27731,16
19700,17
512,23
24692,17
10446,24
12499,23
8296,16
27635,13
9626,13
28308,21
20396,36
2518,15
27601,15
14632,34
2988,17
8332,17
15584,11
8280,20
11577,16
15393,23
3977,27
19387,10
15971,20
16360,22
19089,19
27526,18
25545,13
9477,33
2424,11
2160,25
20705,12
17781,20
18762,14
8859,22
26282,15
20319,15
26969,15
9610,20
14602,36
17166,22
24835,20
11800,19
9339,18
9794,34
9764,17
28116,16
14887,24
3497,18
10697,24
17262,17
19291,17
9195,18
8835,15
26189,27
20244,22
2335,15
4931,13
24725,22
15050,25
13995,36
26284,22
19611,17
109,17
15321,22
18513,40
4930,17
7767,21
19132,17
16022,19
10061,28
19522,31
25663,18
3318,14
21043,21
24663,13
9988,12
21275,16
17058,17
27579,12
23339,31
11544,26
6508,20
28636,17
26894,16
255,32
11254,22
24152,17
13862,16
23833,24
20716,19
24383,14
28434,17
8101,12
50,25
4013,13
22832,21
25900,21
26399,12
16511,19
5784,24
6633,17
9043,20
24008,41
12229,20
